	broad-spectrum_class_A_beta-lactamase_TEM-1	aminoglycoside_N-acetyltransferase_AAC(3)-IVa	SMR_family_transporter(WP_000159237.1)	chloramphenicol/florfenicol_efflux_MFS_transporter_FloR	NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2	extended-spectrum_class_A_beta-lactamase_CTX-M-55	oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	class_A_beta-lactamase	extended-spectrum_class_A_beta-lactamase_CTX-M-14	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
SichuanCDC_SichuanCDC_SC2020423	1	1	0	1	0	0	0	0	1	1	R
SichuanCDC_SichuanCDC_SC2020427	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020428	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020433	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020435	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020436	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020437	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020439	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020440	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020442	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020443	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020444	1	0	0	0	0	0	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2020446	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020448	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020451	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020452	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020453	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020454	1	0	0	0	0	0	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2020455	1	0	0	0	0	0	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2020456	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020457	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020461	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020462	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020463	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020464	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020465	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020466	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020467	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020469	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020470	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020471	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020473	0	1	0	0	0	0	0	0	1	1	R
SichuanCDC_SichuanCDC_SC2020474	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020476	0	0	0	0	0	0	0	0	1	1	R
SichuanCDC_SichuanCDC_SC2020477	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020478	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020479	0	0	0	1	0	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2020480	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020481	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020486	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020487	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020488	1	0	0	1	0	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020490	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020491	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020493	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020494	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020495	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020497	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020498	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020500	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020501	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020504	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020505	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020506	1	0	0	0	0	0	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2020507	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020508	0	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020511	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020512	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020514	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020517	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020519	1	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020520	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020521	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020524	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020525	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020526	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020528	1	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020529	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020532	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020533	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020534	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020535	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020536	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020537	1	1	0	1	0	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2020540	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020541	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020542	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020543	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020544	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020546	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020547	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020549	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020550	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020551	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020552	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020554	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020555	1	0	0	1	1	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020556	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020557	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020558	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020559	1	1	0	1	0	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2020560	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020561	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020562	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020563	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020565	1	0	1	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2020567	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020568	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020570	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020572	0	1	0	1	0	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2020573	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020574	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020576	1	0	0	1	1	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020598	1	0	0	1	0	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2020601	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020602	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020608	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020609	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020610	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020612	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020614	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020615	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2020618	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS001	0	1	0	1	0	0	1	0	1	0	R
SichuanCDC_SichuanCDC_SC2021BZS016	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021BZS024	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS025	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS026	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS027	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS039	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS042	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021BZS049	0	0	0	1	1	1	0	1	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS006	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS010	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS011	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS012	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS013	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS015	0	1	0	1	0	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS019	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS020	1	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS027	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS028	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS029	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS030	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS031	0	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS035	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS037	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS038	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS039	1	0	0	1	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS040	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS041	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS042	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS043	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS046	1	0	0	1	1	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS047	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS048	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS049	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS050	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS051	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS056	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS061	1	1	0	0	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS064	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS065	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS066	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS067	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS068	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS070	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS073	1	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS074	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS083	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS085	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021CDS087	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS088	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021CDS089	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS016	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS026	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS104	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS136	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS138	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS190	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS192	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021DZS193	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS195	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS196	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS198	0	1	0	1	0	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS199	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS202	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS205	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS207	0	0	0	0	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS211	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS212	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS214	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS218	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021DZS329	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS001	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS003	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS005	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS007	1	1	0	1	0	0	1	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS009	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS010	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS011	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS048	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS049	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS050	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021GYS052	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS054	1	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS055	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS057	1	1	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021GYS060	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS042	0	0	0	0	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021LZS045	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS052	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS214	0	0	0	1	1	1	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021LZS215	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS216	1	0	0	0	1	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021LZS217	1	0	0	1	0	0	1	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS002	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS004	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS014	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS020	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS039	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS042	1	0	0	1	1	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS044	1	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS045	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS052	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS053	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS062	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS069	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS071	1	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS072	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS073	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS074	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS077	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS081	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS082	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS083	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS084	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS085	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS086	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS089	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS090	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS091	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS092	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS096	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS100	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS101	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS102	0	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS105	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS108	0	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS110	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS112	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS115	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS116	1	1	0	1	0	0	0	0	1	1	R
SichuanCDC_SichuanCDC_SC2021MYS117	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS120	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS121	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS123	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS125	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS126	1	0	0	1	1	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS127	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS131	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS133	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS134	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS135	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS136	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS138	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS142	1	0	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS154	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS158	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS159	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS165	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS166	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS167	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS168	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS169	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS171	1	0	1	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS173	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS175	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS176	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS177	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS178	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS180	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS183	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS186	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS188	0	0	0	1	1	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS192	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS194	0	0	0	0	0	0	0	0	1	0	R
SichuanCDC_SichuanCDC_SC2021MYS195	0	0	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS200	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS202	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS203	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS205	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS207	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS212	1	1	0	1	0	0	0	0	0	1	R
SichuanCDC_SichuanCDC_SC2021MYS213	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS214	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS216	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS218	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS220	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS221	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS222	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS223	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS224	0	1	0	1	1	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS226	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS229	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS235	1	0	0	0	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS237	1	0	0	1	0	1	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS238	1	0	0	1	0	0	0	0	0	0	R
SichuanCDC_SichuanCDC_SC2021MYS242	1	0	0	0	0	1	0	0	0	0	R
