	broad-spectrum_class_A_beta-lactamase_TEM-1	aminoglycoside_N-acetyltransferase_AAC(3)-IVa	SMR_family_transporter(WP_000159237.1)	chloramphenicol/florfenicol_efflux_MFS_transporter_FloR	NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2	extended-spectrum_class_A_beta-lactamase_CTX-M-55	oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	class_A_beta-lactamase	extended-spectrum_class_A_beta-lactamase_CTX-M-14	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
gdS799	0	0	0	0	0	0	0	0	0	0	S
gdS8	1	0	0	0	0	0	0	0	0	0	S
gdS80	0	0	0	0	0	0	0	0	0	0	S
gdS801	0	0	0	0	0	0	0	0	0	0	S
gdS802	0	0	0	0	0	0	0	0	0	0	S
gdS809	0	0	0	0	0	0	0	0	0	0	S
gdS82	0	0	0	0	0	0	0	0	0	0	S
gdS83	0	0	0	0	0	0	0	0	0	0	S
gdS84	0	0	0	0	0	0	0	0	0	0	S
gdS85	0	0	0	0	0	0	0	0	0	0	S
gdS93	0	0	0	0	0	0	0	0	0	0	S
gdS97	0	0	0	0	0	0	0	0	0	0	S
gs19S30	0	0	0	0	0	0	0	0	0	0	S
gs19S33	0	0	1	0	0	0	0	0	0	0	S
gs19S37	0	0	0	0	0	0	0	0	0	0	S
gs19S5	0	0	0	0	0	0	0	0	0	0	S
gs19S54	0	0	0	0	0	0	0	0	0	0	S
gs19S55	1	0	0	1	0	1	0	0	0	0	S
gs19S7	0	0	0	0	0	0	0	0	0	0	S
gx19S10	0	0	0	0	0	0	0	0	0	0	S
gx19S104	0	0	1	1	0	0	0	0	0	0	S
gx19S105	0	0	0	0	0	0	0	0	0	0	S
gx19S109	0	0	0	0	0	0	0	0	0	0	S
gx19S116	0	0	0	0	0	0	0	0	0	0	S
gx19S118	0	0	0	0	0	0	0	0	0	0	S
gx19S120	0	0	0	0	0	0	0	0	0	0	S
gx19S124	1	0	0	0	0	0	0	0	0	0	S
gx19S126	0	0	1	0	0	0	0	0	0	0	S
gx19S127	0	0	0	0	0	0	0	0	0	0	S
gx19S135	0	0	0	1	0	0	0	0	0	0	S
gx19S138	0	0	0	0	0	0	0	0	0	0	S
gx19S139	0	0	0	0	0	0	0	0	0	0	S
gx19S14	0	0	0	0	0	0	0	0	0	0	S
gx19S140	0	0	0	0	0	0	0	0	0	0	S
gx19S141	0	0	0	0	0	0	0	0	0	0	S
gx19S143	0	0	0	0	0	0	0	0	0	1	S
gx19S144	0	0	1	1	0	0	0	0	0	0	S
gx19S147	0	0	0	0	0	0	0	0	0	0	S
gx19S15	0	0	0	0	0	0	0	0	0	0	S
gx19S151	0	0	0	0	0	0	0	0	0	0	S
gx19S153	0	0	0	0	0	0	0	0	0	0	S
gx19S156	0	0	1	0	0	0	0	0	0	0	S
gx19S160	0	1	0	1	0	0	0	0	0	0	S
gx19S162	0	0	0	0	0	0	0	0	0	1	S
gx19S170	0	0	0	1	0	0	0	0	0	0	S
gx19S177	0	0	1	0	0	0	0	0	0	0	S
gx19S179	0	0	0	0	0	0	0	0	0	0	S
gx19S181	0	0	0	1	0	0	0	0	0	1	S
gx19S182	0	0	0	0	0	0	0	0	0	0	S
gx19S19	0	0	0	0	0	0	0	0	0	0	S
gx19S193	0	0	0	0	0	0	0	0	0	0	S
gx19S200	0	0	0	0	0	0	0	0	0	0	S
gx19S203	0	0	0	0	0	0	0	0	0	0	S
gx19S22	0	0	0	0	0	0	0	0	0	0	S
gx19S222	0	0	0	0	0	0	0	0	0	0	S
gx19S225	0	0	0	0	0	0	0	0	0	0	S
gx19S226	0	0	1	0	0	0	0	0	0	0	S
gx19S228	0	0	0	0	0	0	0	0	0	1	S
gx19S229	0	0	0	0	0	0	0	0	0	0	S
gx19S23	0	0	0	0	0	0	0	0	0	0	S
gx19S230	0	0	1	0	0	0	0	0	0	0	S
gx19S32	0	0	0	0	0	0	0	0	0	0	S
gx19S34	0	0	0	0	0	0	0	0	0	0	S
gx19S38	0	0	1	1	0	0	0	0	0	0	S
gx19S39	0	0	0	0	0	0	0	0	0	0	S
gx19S41	0	0	0	0	0	0	0	0	0	0	S
gx19S42	0	0	0	0	0	0	0	0	0	0	S
gx19S47	0	0	0	1	0	0	0	0	0	0	S
gx19S48	0	0	0	1	0	0	0	0	0	0	S
gx19S49	0	0	0	1	0	0	0	0	0	0	S
gx19S52	0	0	0	1	0	0	0	0	0	0	S
gx19S53	0	0	0	0	0	0	0	0	0	0	S
gx19S62	0	0	0	0	0	0	0	0	0	0	S
gx19S63	0	0	0	0	0	0	0	0	0	0	S
gx19S68	0	0	0	1	0	0	0	0	0	0	S
gx19S70	0	0	0	0	0	0	0	0	0	0	S
gx19S72	0	0	0	0	0	0	0	0	0	0	S
gx19S81	0	0	1	1	0	0	0	0	0	0	S
gx19S84	0	0	1	0	0	0	0	0	0	0	S
gx19S89	0	0	0	0	0	0	0	0	0	0	S
gx19S92	0	0	0	0	0	0	0	0	0	0	S
gx20S133	0	0	0	0	0	0	0	0	0	0	S
gx20S135	0	0	0	1	0	0	0	0	0	0	S
gx20S140	0	0	0	0	0	0	0	0	0	1	S
gx20S151	0	0	0	0	0	0	0	0	0	0	S
gx20S153	0	0	0	0	0	0	0	0	0	0	S
gx20S160	0	0	0	0	0	0	0	0	0	0	S
gx20S167	0	0	0	0	0	0	0	0	0	0	S
gx20S168	0	0	0	0	0	0	0	0	0	0	S
gx20S180	1	0	0	1	0	0	0	0	0	0	S
gx20S181	1	0	0	0	0	0	0	0	0	0	S
gx20S182	0	0	0	1	0	0	0	0	0	0	S
gx20S190	0	0	0	0	0	0	0	0	0	0	S
gx20S199	0	0	0	0	0	0	0	0	0	0	S
gx20S216	0	0	0	0	0	0	0	0	0	0	S
gx20S217	0	0	0	0	0	0	0	0	0	0	S
gx20S231	0	0	0	0	0	0	0	0	0	0	S
gx20S233	0	0	0	0	0	0	0	0	0	0	S
gx20S238	0	0	0	0	0	0	0	0	0	0	S
gx20S251	0	0	0	0	0	0	0	0	0	0	S
gx20S255	0	0	0	0	0	0	0	0	0	0	S
gx20S256	0	0	0	0	0	0	0	0	0	0	S
gx20S261	0	0	0	0	0	0	0	0	0	0	S
gx20S262	0	0	0	0	0	0	0	0	0	0	S
gx20S263	0	0	0	0	0	0	0	0	0	0	S
gx20S267	1	0	0	1	0	0	0	0	0	0	S
gx20S28	0	0	0	0	0	0	0	0	0	1	S
gx20S280	0	0	0	0	0	0	0	0	0	0	S
gx20S284	0	0	0	0	0	0	0	0	0	0	S
gx20S295	0	0	0	0	0	0	0	0	0	0	S
gx20S301	0	0	0	0	0	0	0	0	0	0	S
gx20S302	0	0	1	0	0	0	0	0	0	0	S
gx20S310	0	0	0	0	0	0	0	0	0	0	S
gx20S314	0	0	0	0	0	0	0	0	0	0	S
gx20S320	0	0	0	0	0	0	0	0	0	0	S
gx20S335	0	0	0	0	0	0	0	0	0	0	S
gx20S338	0	0	1	0	0	0	0	0	0	0	S
gx20S340	0	0	0	0	0	0	0	0	0	0	S
gx20S342	0	0	0	0	0	0	0	0	0	0	S
gx20S355	0	0	0	0	0	0	0	0	0	0	S
gx20S357	0	0	0	1	0	0	0	0	0	0	S
gx20S359	0	0	0	0	0	0	0	0	0	0	S
gx20S361	0	0	0	0	0	0	0	0	0	0	S
gx20S362	0	0	0	0	0	0	0	0	0	0	S
gx20S369	0	0	0	0	0	0	0	0	0	0	S
gx20S43	0	0	0	0	0	0	0	0	0	0	S
gx20S44	0	0	0	0	0	0	0	0	0	0	S
gx20S80	0	0	0	0	0	0	0	0	0	0	S
gxS1	1	1	0	1	0	0	1	0	0	1	S
gxS102	0	0	0	0	0	0	0	0	0	0	S
gxS105	0	0	1	0	0	0	0	0	0	0	S
gxS106	0	0	0	0	0	0	0	0	0	0	S
gxS114	0	0	1	0	0	0	0	0	0	0	S
gxS116	0	0	0	0	0	0	0	0	0	0	S
gxS118	0	0	0	0	0	0	0	0	0	0	S
gxS124	0	0	0	0	0	0	0	0	0	0	S
gxS126	0	0	0	0	0	0	0	0	0	0	S
gxS131	0	0	0	0	0	0	0	0	0	0	S
gxS133	0	0	1	0	0	0	0	0	0	0	S
gxS14	0	0	0	0	0	0	0	0	0	0	S
gxS142	0	0	0	0	0	0	0	0	0	0	S
gxS144	0	0	0	0	0	0	0	0	0	0	S
gxS147	0	0	0	0	0	0	0	0	0	0	S
gxS15	0	0	0	1	0	0	0	0	0	0	S
gxS151	0	0	0	1	0	0	0	0	0	0	S
gxS154	0	0	1	1	0	0	0	0	0	0	S
gxS159	0	0	0	0	0	0	0	0	0	0	S
gxS167	0	0	1	0	0	0	0	0	0	0	S
gxS173	0	0	0	1	0	0	0	0	0	1	S
gxS178	0	0	0	0	0	0	0	0	0	0	S
gxS18	0	0	0	0	0	0	0	0	0	0	S
gxS180	0	0	0	0	0	0	0	0	0	0	S
gxS19	0	0	0	0	0	0	0	0	0	1	S
gxS194	1	0	0	1	0	0	0	0	0	0	S
gxS20	0	0	0	0	0	0	0	0	0	0	S
gxS200	0	0	0	0	0	0	0	0	0	0	S
gxS206	0	0	0	0	0	0	0	0	0	0	S
gxS21	0	0	0	0	0	0	0	0	0	0	S
gxS212	0	0	1	1	0	0	0	0	0	0	S
gxS213	0	0	0	0	0	0	0	0	0	0	S
gxS216	0	0	0	0	0	0	0	0	0	0	S
gxS22	0	0	0	0	0	0	0	0	0	0	S
gxS222	0	0	1	0	0	0	0	0	0	0	S
gxS228	0	0	0	0	0	0	0	0	0	0	S
gxS229	0	0	1	0	0	0	0	0	0	0	S
gxS231	0	0	0	0	0	0	0	0	0	0	S
gxS238	0	0	1	0	0	0	0	0	0	0	S
gxS241	0	0	0	0	0	0	0	0	0	0	S
gxS242	1	1	0	1	0	0	0	0	0	0	S
gxS244	0	0	0	0	0	0	0	0	0	0	S
gxS246	0	0	0	0	0	0	0	0	0	0	S
gxS25	0	0	0	0	0	0	0	0	0	0	S
gxS250	0	0	1	0	0	0	0	0	0	0	S
gxS251	0	0	0	0	0	0	0	0	0	1	S
gxS256	0	0	0	0	0	0	0	0	0	0	S
gxS26	0	0	1	1	0	0	0	0	0	0	S
gxS27	0	0	1	1	0	0	0	0	0	0	S
gxS276	0	0	0	0	0	0	0	0	0	0	S
gxS278	0	0	0	1	0	0	0	0	0	0	S
gxS284	0	0	0	0	0	0	0	0	0	0	S
gxS289	0	0	0	1	0	0	0	0	0	0	S
gxS29	0	0	0	0	0	0	0	0	0	0	S
gxS3	0	0	0	0	0	0	0	0	0	1	S
gxS304	0	0	0	0	0	0	0	0	0	0	S
gxS305	0	0	0	0	0	0	0	0	0	0	S
gxS307	0	0	0	1	0	0	0	0	0	0	S
gxS308	0	0	0	0	0	0	0	0	0	0	S
gxS31	0	0	0	0	0	0	0	0	0	1	S
gxS316	0	0	0	0	0	0	0	0	0	0	S
gxS317	0	0	0	0	0	0	0	0	0	0	S
gxS318	0	0	0	1	0	0	0	0	0	0	S
gxS32	0	0	0	1	0	0	0	0	0	0	S
gxS320	0	0	0	1	0	0	0	0	0	1	S
gxS322	0	0	0	0	0	0	0	0	0	0	S
gxS323	0	0	0	0	0	0	0	0	0	0	S
gxS324	0	0	1	1	0	0	0	0	0	0	S
gxS328	0	0	0	0	0	0	0	0	0	0	S
gxS329	0	0	1	0	0	0	0	0	0	0	S
gxS33	0	0	0	0	0	0	0	0	0	0	S
gxS330	0	0	0	0	0	0	0	0	0	0	S
gxS331	0	0	0	0	0	0	0	0	0	0	S
gxS332	1	0	0	1	0	0	0	0	0	0	S
gxS334	0	0	0	0	0	0	0	0	0	0	S
gxS342	0	0	0	0	0	0	0	0	0	0	S
gxS35	0	0	1	0	0	0	0	0	0	0	S
gxS350	0	0	0	0	0	0	0	0	0	0	S
gxS353	0	0	0	1	0	0	0	0	0	0	S
gxS354	0	0	0	0	0	0	0	0	0	0	S
gxS355	0	0	0	0	0	0	0	0	0	0	S
gxS358	0	0	0	0	0	0	0	0	0	0	S
gxS362	0	0	0	0	0	0	0	0	0	0	S
gxS363	0	0	1	0	0	0	0	0	0	0	S
gxS364	0	0	0	0	0	0	0	0	0	0	S
gxS37	0	0	0	0	0	0	0	0	0	1	S
gxS377	0	0	0	0	0	0	0	0	0	0	S
gxS381	0	0	0	0	0	0	0	0	0	0	S
gxS383	1	0	0	1	0	0	0	0	0	0	S
gxS388	0	0	0	0	0	0	0	0	0	0	S
gxS389	0	0	0	0	0	0	0	0	0	0	S
gxS390	0	0	0	0	0	0	0	0	0	0	S
gxS395	0	0	1	1	0	0	0	0	0	0	S
gxS400	0	0	0	0	0	0	0	0	0	0	S
gxS405	0	0	0	1	0	0	0	0	0	0	S
gxS408	0	0	0	0	0	0	0	0	0	0	S
gxS409	0	0	0	0	0	0	0	0	0	0	S
gxS411	0	0	0	0	0	0	0	0	0	0	S
gxS414	0	0	0	0	0	0	0	0	0	0	S
gxS415	0	0	0	0	0	0	0	0	0	0	S
gxS419	0	0	1	1	0	0	0	0	0	0	S
gxS42	0	0	1	1	0	0	0	0	0	0	S
gxS432	0	0	0	0	0	0	0	0	0	0	S
gxS433	0	0	0	0	0	0	0	0	0	0	S
gxS442	0	0	0	0	0	0	0	0	0	0	S
gxS45	0	0	0	0	0	0	0	0	0	1	S
gxS46	0	0	0	0	0	0	0	0	0	1	S
gxS49	0	0	1	0	0	0	0	0	0	0	S
gxS5	0	0	0	0	0	0	0	0	0	1	S
gxS51	0	0	0	0	0	0	0	0	0	0	S
gxS53	0	0	0	0	0	0	0	0	0	0	S
gxS54	0	0	0	0	0	0	0	0	0	0	S
gxS55	0	0	0	0	0	0	0	0	0	0	S
gxS57	0	0	0	0	0	0	0	0	0	0	S
gxS6	1	0	0	0	0	0	0	0	0	0	S
gxS62	0	0	0	1	0	0	0	0	0	0	S
gxS64	0	0	0	0	0	0	0	0	0	0	S
gxS65	0	0	0	0	0	0	0	0	0	0	S
gxS66	0	0	0	0	0	0	0	0	0	1	S
gxS68	0	0	0	0	0	0	0	0	0	0	S
gxS7	0	0	1	0	0	0	0	0	0	0	S
gxS72	0	0	1	1	0	0	0	0	0	0	S
gxS73	0	0	0	0	0	0	0	0	0	0	S
gxS74	0	0	0	1	0	0	0	0	0	0	S
gxS78	0	0	0	1	0	0	0	0	0	0	S
gxS81	0	1	0	1	0	0	0	0	0	0	S
gxS82	0	0	0	0	0	0	0	0	0	0	S
gxS83	0	0	0	0	0	0	0	0	0	0	S
gxS84	0	0	0	1	0	0	0	0	0	0	S
gxS85	0	0	0	0	0	0	0	0	0	0	S
gxS86	1	0	0	1	0	0	0	0	0	0	S
gxS90	0	1	0	1	0	0	0	0	0	0	S
gxS97	0	0	0	0	0	0	0	0	0	0	S
gxS99	0	0	0	0	0	0	0	0	0	0	S
gz19S12	0	0	0	1	0	0	0	0	0	0	S
gz19S15	0	0	0	0	0	0	0	0	0	0	S
gz20S21	0	0	0	0	0	0	0	0	0	0	S
gz20S28	0	0	0	0	0	0	0	0	0	0	S
gz20S29	0	0	0	0	0	0	0	0	0	1	S
gz20S37	0	0	0	0	0	0	0	0	0	0	S
gz21S101	1	0	0	0	0	0	0	0	0	0	S
gz21S106	0	0	0	0	0	0	0	0	0	0	S
gz21S109	0	0	0	0	0	0	0	0	0	0	S
gz21S47	0	0	0	0	0	0	0	0	0	0	S
gz21S58	0	0	0	0	0	0	0	0	0	0	S
gzS11	0	0	0	0	0	0	0	0	0	0	S
gzS12	1	0	1	0	0	0	0	0	0	0	S
gzS27	0	0	0	0	0	0	0	0	0	0	S
gzS28	0	0	0	0	0	0	0	0	0	0	S
gzS29	0	0	0	0	0	0	0	0	0	0	S
gzS38	0	0	0	0	0	0	0	0	0	0	S
gzS4	0	0	1	0	0	0	0	0	0	0	S
ha19S102	1	0	0	0	0	0	0	0	0	0	S
ha19S103	0	0	0	0	0	0	0	0	0	0	S
ha19S109	0	0	0	0	0	0	0	0	0	0	S
ha19S134	0	0	0	0	0	0	0	0	0	0	S
ha19S149	0	0	0	0	0	0	0	0	0	0	S
ha19S159	0	0	0	0	0	0	0	0	0	0	S
ha19S16	0	0	0	0	0	0	0	0	0	0	S
ha19S160	0	0	0	0	0	0	0	0	0	0	S
ha19S196	0	0	0	0	0	0	0	0	0	0	S
ha19S199	1	0	0	0	0	1	0	0	0	0	S
ha19S20	0	0	0	0	0	0	0	0	0	0	S
ha19S204	0	0	0	0	0	0	0	0	0	0	S
ha19S21	0	0	0	0	0	0	0	0	0	0	S
ha19S26	0	0	0	0	0	0	0	0	0	0	S
ha19S35	0	0	0	0	0	0	0	0	0	0	S
ha19S42	0	0	0	1	0	0	0	0	0	1	S
ha19S5	0	0	0	0	0	0	0	0	0	0	S
ha19S56	0	0	1	0	0	0	0	0	0	0	S
ha19S57	0	0	0	0	0	0	0	0	0	0	S
ha19S67	0	0	0	0	0	0	0	0	0	0	S
ha19S69	0	0	0	0	0	0	0	0	0	0	S
ha19S71	0	0	0	0	0	0	0	0	0	0	S
ha19S73	0	0	0	0	0	0	0	0	0	0	S
ha19S91	0	0	0	0	0	0	0	0	0	0	S
ha19S94	0	0	0	0	0	0	0	0	0	0	S
haS10	0	0	1	0	0	0	0	0	0	0	S
haS112	0	0	0	0	0	0	0	0	0	0	S
haS115	0	0	0	0	0	0	0	0	0	0	S
haS121	0	0	0	0	0	0	0	0	0	0	S
haS127	0	0	0	0	0	0	0	0	0	0	S
haS150	0	0	0	0	0	0	0	0	0	0	S
haS172	0	0	0	0	0	0	0	0	0	0	S
haS176	0	0	1	0	0	0	0	0	0	0	S
haS177	0	0	0	0	0	0	0	0	0	0	S
haS179	0	0	0	0	0	0	0	0	0	0	S
haS181	0	0	0	0	0	0	0	0	0	0	S
haS184	0	0	0	0	0	0	0	0	0	0	S
haS19	0	0	0	0	0	0	0	0	0	0	S
haS190	0	0	0	0	0	0	0	0	0	0	S
haS191	0	0	0	0	0	0	0	0	0	1	S
haS192	0	0	0	0	0	0	0	0	0	0	S
haS193	0	0	0	0	0	0	0	0	0	0	S
haS194	0	0	0	0	0	0	0	0	0	0	S
haS196	0	0	1	0	0	0	0	0	0	0	S
haS198	0	0	0	0	0	0	0	0	0	0	S
haS2	0	0	0	0	0	0	0	0	0	0	S
haS202	0	0	0	0	0	0	0	0	0	0	S
haS203	0	0	0	0	0	0	0	0	0	0	S
haS204	0	0	0	0	0	0	0	0	0	1	S
haS205	0	0	0	0	0	0	0	0	0	0	S
haS207	0	0	0	0	0	0	0	0	0	0	S
haS211	0	0	0	0	0	0	0	0	0	0	S
haS212	0	0	1	0	0	0	0	0	0	0	S
haS23	0	0	0	0	0	0	0	0	0	0	S
haS25	0	0	0	0	0	0	0	0	0	0	S
haS39	0	0	1	0	0	0	0	0	0	0	S
haS4	0	0	0	0	0	0	0	0	0	0	S
haS42	0	0	1	0	0	0	0	0	0	0	S
haS47	0	0	0	0	0	0	0	0	0	0	S
haS5	0	0	0	0	0	0	0	0	0	0	S
haS77	0	0	0	0	0	0	0	0	0	0	S
haS9	0	0	0	0	0	0	0	0	0	0	S
haS95	1	0	0	0	0	0	0	0	0	0	S
hb19S107	1	0	0	0	0	0	0	0	0	0	S
hb19S111	0	0	0	0	0	0	0	0	0	0	S
hb19S132	0	0	0	0	0	0	0	0	0	0	S
hb19S142	0	0	0	0	0	0	0	0	0	0	S
hb19S145	1	0	0	1	0	0	0	0	0	1	S
hb19S149	0	0	0	0	0	0	0	0	0	0	S
hb19S150	0	0	0	0	0	0	0	0	0	0	S
hb19S152	0	0	0	0	0	0	0	0	0	0	S
hb19S166	0	0	0	0	0	0	0	0	0	0	S
hb19S168	0	0	1	0	0	0	0	0	0	0	S
hb19S175	0	0	0	0	0	0	0	0	0	0	S
hb19S176	0	0	0	0	0	0	0	0	0	0	S
hb19S180	0	0	0	0	0	0	0	0	0	0	S
hb19S182	0	0	0	0	0	0	0	0	0	0	S
hb19S184	0	0	0	0	0	0	0	0	0	0	S
hb19S187	0	0	1	0	0	0	0	0	0	0	S
hb19S188	0	0	0	0	0	0	0	0	0	0	S
hb19S189	0	0	1	0	0	0	0	0	0	0	S
hb19S190	0	0	0	0	0	0	0	0	0	0	S
hb19S191	0	0	0	0	0	0	0	0	0	0	S
hb19S195	0	0	0	0	0	0	0	0	0	0	S
hb19S196	0	0	0	0	0	0	0	0	0	0	S
hb19S2	0	0	0	0	0	0	0	0	0	0	S
hb19S201	0	0	0	0	0	0	0	0	0	0	S
hb19S203	0	0	0	0	0	0	0	0	0	0	S
hb19S207	0	0	0	1	0	0	0	0	0	1	S
hb19S211	0	0	0	0	0	0	0	0	0	0	S
hb19S213	0	0	0	0	0	0	0	0	0	0	S
hb19S218	0	0	0	0	0	0	0	0	0	0	S
hb19S224	0	0	0	0	0	0	0	0	0	0	S
hb19S226	0	0	0	0	0	0	0	0	0	0	S
hb19S228	0	0	0	1	0	1	0	0	0	0	S
hb19S232	0	0	1	0	0	0	0	0	0	0	S
hb19S24	0	0	0	0	0	0	0	0	0	0	S
hb19S245	0	0	0	0	0	0	0	0	0	0	S
hb19S247	0	0	1	0	0	0	0	0	0	0	S
hb19S257	0	0	0	0	0	0	0	0	0	0	S
hb19S26	0	0	0	0	0	0	0	0	0	0	S
hb19S263	0	0	1	0	0	0	0	0	0	0	S
hb19S264	0	0	0	0	0	0	0	0	0	0	S
hb19S266	0	0	0	0	0	0	0	0	0	0	S
hb19S267	0	0	0	0	0	0	0	0	0	0	S
hb19S269	0	0	0	0	0	0	0	0	0	0	S
hb19S271	0	0	0	0	0	0	0	0	0	0	S
hb19S277	0	0	1	0	0	0	0	0	0	0	S
hb19S289	0	0	0	0	0	0	0	0	0	0	S
hb19S290	0	0	1	1	0	0	0	0	0	0	S
hb19S294	0	0	0	0	0	0	0	0	0	0	S
hb19S301	0	0	0	1	0	0	0	0	0	0	S
hb19S302	0	0	0	0	0	0	0	0	0	0	S
hb19S32	0	0	0	0	0	0	0	0	0	0	S
hb19S37	0	0	0	0	0	0	0	0	0	0	S
hb19S38	0	0	0	0	0	0	0	0	0	0	S
hb19S39	1	0	0	0	0	0	0	0	0	0	S
hb19S4	0	0	0	0	0	0	0	0	0	0	S
hb19S41	0	0	0	0	0	0	0	0	0	0	S
hb19S62	0	0	0	0	0	0	0	0	0	0	S
hb19S67	0	0	0	0	0	0	0	0	0	0	S
hb19S70	0	0	1	1	0	0	0	0	0	0	S
hb19S87	0	0	0	0	0	0	0	0	0	0	S
hb21S104	0	0	0	0	0	0	0	0	0	0	S
hb21S118	0	0	0	0	0	0	0	0	0	0	S
hb21S119	0	0	0	0	0	0	0	0	0	0	S
hb21S120	0	0	0	0	0	0	0	0	0	0	S
hb21S122	0	0	0	0	0	0	0	0	0	0	S
hb21S13	0	0	0	0	0	0	0	0	0	0	S
hb21S17	0	0	0	0	0	0	0	0	0	0	S
hb21S184	0	0	0	0	0	0	0	0	0	0	S
hb21S19	0	0	0	0	0	0	0	0	0	0	S
hb21S190	0	0	0	0	0	0	0	0	0	0	S
hb21S195	0	0	0	1	0	0	0	0	0	1	S
hb21S2	0	0	0	0	0	0	0	0	0	0	S
hb21S207	0	0	0	1	0	0	0	0	0	0	S
hb21S217	0	0	0	0	0	0	0	0	0	0	S
hb21S227	0	0	0	0	0	0	0	0	0	0	S
hb21S385	0	0	0	0	0	0	0	0	0	0	S
hb21S386	0	0	0	0	0	0	0	0	0	0	S
hb21S398	0	0	0	0	0	0	0	0	0	0	S
hb21S404	0	0	0	0	0	0	0	0	0	0	S
hb21S433	0	0	0	0	0	0	0	0	0	0	S
hb21S434	0	0	0	0	0	0	0	0	0	0	S
hb21S44	0	0	0	0	0	0	0	0	0	0	S
hb21S448	0	0	0	0	0	0	0	0	0	0	S
hb21S458	0	0	0	1	0	0	0	1	0	0	S
hb21S479	0	0	0	1	0	0	0	0	0	0	S
hb21S48	0	0	0	1	0	0	0	0	0	0	S
hb21S493	0	0	0	1	0	0	0	0	0	1	S
hb21S568	0	0	0	0	0	0	0	0	0	0	S
hb21S577	0	0	0	0	0	0	0	0	0	0	S
hb21S61	0	0	0	0	0	0	0	0	0	0	S
hb21S618	0	0	0	0	0	0	0	0	0	0	S
hb21S625	0	0	0	0	0	0	0	0	0	0	S
hb21S65	0	0	0	0	0	0	0	0	0	0	S
hb21S7	0	0	0	1	0	0	0	0	0	1	S
hb21S71	0	0	0	0	0	0	0	0	0	0	S
hb21S74	0	0	0	0	0	0	0	0	0	0	S
hb21S76	0	0	0	0	0	0	0	0	0	0	S
hb21S77	0	0	0	0	0	0	0	0	0	0	S
hb21S9	0	0	0	0	0	0	0	0	0	0	S
hb21S97	0	0	0	0	0	0	0	0	0	0	S
hbS1	0	0	0	0	0	0	0	0	0	0	S
hbS103	0	0	0	0	0	0	0	0	0	0	S
hbS115	0	0	1	0	0	0	0	0	0	0	S
hbS123	0	0	0	0	0	0	0	0	0	0	S
hbS126	0	0	0	0	0	0	0	0	0	0	S
hbS20	0	0	0	0	0	0	0	0	0	0	S
hbS35	0	0	1	0	0	0	0	0	0	0	S
hbS39	0	0	0	0	0	0	0	0	0	0	S
hbS41	0	0	0	1	0	0	0	0	0	1	S
hbS43	0	0	0	0	0	0	0	0	0	0	S
hbS44	0	0	0	0	0	0	0	0	0	0	S
hbS47	0	0	0	0	0	0	0	0	0	0	S
hbS52	0	0	0	0	0	0	0	0	0	0	S
hbS63	0	0	0	0	0	0	0	0	0	0	S
hbS68	0	0	0	0	0	0	0	0	0	0	S
hbS7	0	0	0	0	0	0	0	0	0	0	S
hbS78	0	0	0	0	0	0	0	0	0	0	S
hbS79	0	0	0	0	0	0	0	0	0	1	S
hbS94	0	0	0	0	0	0	0	0	0	1	S
he19S1	0	0	0	0	0	0	0	0	0	0	S
he19S2	0	0	0	0	0	0	0	0	0	0	S
he19S23	0	0	0	0	0	0	0	0	0	0	S
he19S25	0	0	0	0	0	0	0	0	0	0	S
he19S26	0	0	1	0	0	0	0	0	0	0	S
he19S3	0	0	0	0	0	0	0	0	0	0	S
he19S32	0	0	0	0	0	0	0	0	0	0	S
he19S4	0	0	0	0	0	0	0	0	0	0	S
he19S41	0	0	0	0	0	0	0	0	0	0	S
he19S44	0	0	0	0	0	0	0	0	0	0	S
he19S47	0	0	0	0	0	0	0	0	0	0	S
he19S51	0	0	0	0	0	0	0	0	0	0	S
he19S52	0	0	0	0	0	0	0	0	0	0	S
he19S56	0	0	0	0	0	0	0	0	0	0	S
he19S68	0	0	0	0	0	0	0	0	0	0	S
he19S69	0	0	0	0	0	0	0	0	0	0	S
he19S70	0	0	0	0	0	0	0	0	0	0	S
he19S71	0	0	0	0	0	0	0	0	0	0	S
he19S72	0	0	0	0	0	0	0	0	0	0	S
he19S73	0	0	1	0	0	0	0	0	0	0	S
he20S101	0	0	0	0	0	0	0	0	0	0	S
he20S102	0	0	0	0	0	0	0	0	0	0	S
he20S103	0	0	0	0	0	0	0	0	0	0	S
he20S104	0	0	0	0	0	0	0	0	0	0	S
he20S109	0	0	0	0	0	0	0	0	0	0	S
he20S118	0	0	0	0	0	0	0	0	0	0	S
he20S12	0	0	0	1	0	0	0	0	0	0	S
he20S20	0	0	0	0	0	0	0	0	0	0	S
he20S21	0	0	0	0	0	0	0	0	0	0	S
he20S22	0	0	0	0	0	0	0	0	0	0	S
he20S23	0	0	0	0	0	0	0	0	0	0	S
he20S25	0	0	0	0	0	0	0	0	0	0	S
he20S26	0	0	0	0	0	0	0	0	0	0	S
he20S3	0	0	0	0	0	0	0	0	0	0	S
he20S41	0	0	0	0	0	0	0	0	0	0	S
he20S45	0	0	0	0	0	0	0	0	0	0	S
he20S46	1	0	0	1	0	0	0	0	0	0	S
he20S48	0	0	0	0	0	0	0	0	0	0	S
