	extended-spectrum_class_A_beta-lactamase_CTX-M-55	extended-spectrum_class_A_beta-lactamase_CTX-M-65	extended-spectrum_class_A_beta-lactamase_CTX-M-14	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	macrolide_resistance_MFS_transporter_Mrx(A)	extended-spectrum_class_A_beta-lactamase_CTX-M-123	MBL_fold_metallo-hydrolase(WP_001522969.1)	extended-spectrum_class_A_beta-lactamase_CTX-M-64	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
SichuanCDC_SichuanCDC_SC2021YAS021	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS022	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS023	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS025	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS032	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS036	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS038	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS041	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS042	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS044	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021YAS049	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS029	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS030	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS034	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS035	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS036	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS039	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS040	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS041	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS042	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS043	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2021ZGS044	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS048	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS049	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS050	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS051	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS052	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2021ZGS057	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2021ZGS058	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022BZS002	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS002	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS005	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS007	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS008	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS009	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS014	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS016	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS018	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS019	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS021	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS022	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS023	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS025	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS026	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS031	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS033	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS037	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS039	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS044	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS045	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS046	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS050	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS051	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS053	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS054	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS056	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS057	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS060	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS062	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS063	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS065	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS068	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS069	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS072	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022CDS073	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS076	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS078	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS082	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS083	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS084	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS085	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022CDS086	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022CDS087	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS007	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022DZS016	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS017	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS018	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS022	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS024	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS025	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS026	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022DZS027	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022DZS028	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS029	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS031	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS032	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS033	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS034	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS035	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS036	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022DZS037	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS001	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS010	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS014	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS021	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS026	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS027	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022GYS028	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS030	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS032	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS033	0	0	0	0	0	0	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022GYS036	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS040	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS041	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022GYS058	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS059	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS060	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS061	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022GYS062	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022GYS066	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022LZS378	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022LZS455	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022LZS494	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS008	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS022	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS034	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS045	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS048	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS051	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS052	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS054	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS055	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS059	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS060	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS061	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS062	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS063	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS064	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS065	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS066	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS078	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS079	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS081	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS082	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS083	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS084	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS085	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS089	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS099	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS100	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS101	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS102	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS103	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS104	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS107	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS108	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS109	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS119	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS120	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS121	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS122	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS125	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS126	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS127	0	0	0	0	0	1	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS128	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS130	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS131	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS133	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS136	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS140	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS141	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS152	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS154	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS155	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS156	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS158	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS159	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS162	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS166	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS168	0	0	0	0	0	0	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS171	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS175	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS176	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS178	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS179	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS180	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS184	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS185	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS187	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS188	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS189	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS190	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS191	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS193	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS194	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS195	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022MYS196	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022MYS197	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS058	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS074	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS075	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS076	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS077	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS078	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS079	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS082	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS083	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS084	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS085	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS086	1	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS090	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS092	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS093	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS094	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS095	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS096	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS097	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS098	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS099	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS100	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS104	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS106	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS108	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS109	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS110	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS111	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS112	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS113	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS114	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS115	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS124	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NCS125	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS033	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS034	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022NJS049	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS050	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS051	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS052	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS053	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS054	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS055	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS058	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS059	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS060	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS063	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS071	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS072	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS075	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS079	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS080	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS081	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022NJS082	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS084	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS088	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS089	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS091	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS092	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS093	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS116	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS119	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS120	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS121	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS124	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS125	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS126	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS127	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS128	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022NJS129	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022NJS130	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS131	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS132	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS136	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS142	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022NJS143	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH006	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022PZH023	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022PZH025	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH029	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH047	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH049	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH050	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH051	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH055	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH056	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH057	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH058	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022PZH062	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH065	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022PZH069	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS001	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022SNS002	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022SNS008	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS010	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS014	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS024	0	0	0	0	0	0	0	0	0	1	S
SichuanCDC_SichuanCDC_SC2022SNS038	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS049	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS055	0	0	0	0	0	0	0	0	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS056	0	0	0	0	0	1	0	1	0	1	S
SichuanCDC_SichuanCDC_SC2022SNS072	0	0	0	0	0	0	0	1	0	0	S
SichuanCDC_SichuanCDC_SC2022SNS073	0	0	0	0	0	0	0	0	0	0	S
