	extended-spectrum_class_A_beta-lactamase_CTX-M-55	extended-spectrum_class_A_beta-lactamase_CTX-M-65	extended-spectrum_class_A_beta-lactamase_CTX-M-14	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	macrolide_resistance_MFS_transporter_Mrx(A)	extended-spectrum_class_A_beta-lactamase_CTX-M-123	MBL_fold_metallo-hydrolase(WP_001522969.1)	extended-spectrum_class_A_beta-lactamase_CTX-M-64	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
jl19S60	0	0	0	0	0	0	0	0	0	1	S
jl19S61	0	0	0	0	0	0	0	0	0	0	S
jl19S64	0	0	0	0	0	0	0	0	0	0	S
jl19S65	0	0	0	0	0	0	0	0	0	0	S
jl19S66	0	0	0	0	0	0	0	0	0	0	S
jl19S68	0	0	0	0	0	0	0	0	0	0	S
jl19S7	0	0	0	0	0	0	0	0	0	0	S
jl19S70	0	0	0	0	0	0	0	0	0	0	S
jl19S71	0	0	0	0	0	0	0	0	0	0	S
jl19S72	0	0	0	0	0	1	0	1	0	1	S
jl19S73	0	0	0	0	0	0	0	0	0	0	S
jl19S76	0	0	0	0	0	0	0	0	0	0	S
jl19S77	0	0	0	0	0	0	0	0	0	0	S
jl19S79	0	0	0	0	0	0	0	0	0	1	S
jl19S80	0	0	0	0	0	0	0	0	0	0	S
jl19S82	0	0	0	0	0	0	0	0	0	0	S
jl19S83	0	0	0	0	0	0	0	0	0	0	S
jl19S84	0	0	0	0	0	0	0	0	0	0	S
jl19S88	0	0	0	0	0	1	0	0	0	1	S
jl19S9	0	0	0	0	0	0	0	0	0	0	S
jl19S90	0	0	0	0	0	0	0	0	0	0	S
jl19S91	0	0	0	0	0	0	0	0	0	0	S
jl19S92	0	0	0	0	0	0	0	0	0	0	S
jl19S93	0	0	0	0	0	0	0	0	0	0	S
jl19S95	0	0	0	0	0	0	0	0	0	0	S
jl19S96	0	0	0	0	0	0	0	0	0	0	S
jl19S97	0	0	0	0	0	0	0	0	0	0	S
jl19S98	0	0	0	0	0	0	0	0	0	0	S
jl19S99	0	0	0	0	0	0	0	0	0	0	S
jl20S1	0	0	0	0	0	0	0	0	0	0	S
jl20S13	0	0	0	0	0	0	0	0	0	0	S
jl20S14	0	0	0	0	0	0	0	0	0	0	S
jl20S15	0	0	0	0	0	0	0	0	0	0	S
jl20S17	0	0	0	0	0	0	0	0	0	0	S
jl20S19	0	0	0	0	0	0	0	0	0	0	S
jl20S2	0	0	0	0	0	0	0	0	0	0	S
jl20S20	0	0	0	0	0	0	0	0	0	0	S
jl20S21	0	0	0	0	0	0	0	0	0	0	S
jl20S23	0	0	0	0	0	0	0	0	0	0	S
jl20S24	0	0	0	0	0	0	0	0	0	0	S
jl20S25	0	0	0	0	0	0	0	0	0	0	S
jl20S26	0	0	0	0	0	0	0	0	0	1	S
jl20S27	0	0	0	0	0	0	0	0	0	0	S
jl20S28	0	0	0	0	0	0	0	0	0	0	S
jl20S29	0	0	0	0	0	0	0	0	0	0	S
jl20S30	0	0	0	0	0	0	0	0	0	0	S
jl20S32	0	0	0	0	0	0	0	0	0	0	S
jl20S33	0	0	0	0	0	0	0	0	0	0	S
jl20S35	0	0	0	0	0	0	0	0	0	0	S
jl20S36	0	0	0	0	0	0	0	0	0	0	S
jl20S38	0	0	0	0	0	0	0	0	0	0	S
jl20S39	0	0	0	0	0	0	0	0	0	0	S
jl20S4	0	0	0	0	0	0	0	0	0	0	S
jl20S41	0	0	0	0	0	0	0	0	0	0	S
jl20S42	0	0	0	0	0	0	0	0	0	0	S
jl20S43	0	0	0	0	0	0	0	0	0	0	S
jl20S45	0	0	0	0	0	0	0	0	0	0	S
jl20S46	0	0	0	0	0	0	0	0	0	0	S
jl20S49	0	0	0	0	0	0	0	0	0	0	S
jl20S5	0	0	0	0	0	0	0	0	0	0	S
jl20S51	0	0	0	0	0	0	0	1	0	0	S
jl20S52	0	0	0	0	0	0	0	0	0	0	S
jl20S55	0	0	0	0	0	0	0	0	0	0	S
jl20S56	0	0	0	0	0	0	0	0	0	0	S
jl20S57	0	0	0	0	0	0	0	0	0	0	S
jl20S58	0	0	0	0	0	0	0	0	0	0	S
jl20S59	0	0	0	0	0	0	0	0	0	0	S
jl20S61	0	0	0	0	0	0	0	0	0	0	S
jl20S63	0	0	0	0	0	0	0	0	0	0	S
jl20S64	0	0	0	0	0	1	0	0	0	0	S
jl20S65	0	0	0	0	0	0	0	0	0	0	S
jl20S66	0	0	0	0	0	0	0	0	0	0	S
jl20S7	0	0	0	0	0	0	0	0	0	0	S
jl20S9	0	0	0	0	0	0	0	0	0	0	S
jlS10	0	0	0	0	0	0	0	0	0	0	S
jlS101	0	0	0	0	0	0	0	0	0	0	S
jlS102	0	0	0	0	0	0	0	0	0	0	S
jlS103	0	0	0	0	0	0	0	0	0	0	S
jlS105	0	0	0	0	0	0	0	0	0	0	S
jlS106	0	0	0	0	0	0	0	0	0	0	S
jlS107	0	0	0	0	0	0	0	0	0	1	S
jlS109	0	0	0	0	0	0	0	0	0	0	S
jlS112	0	0	0	0	0	0	0	0	0	0	S
jlS115	0	0	0	0	0	0	0	0	0	0	S
jlS116	0	0	0	0	0	1	0	1	0	1	S
jlS12	0	0	0	0	0	0	0	0	0	0	S
jlS120	0	0	0	0	0	0	0	0	0	0	S
jlS121	0	0	0	0	0	0	0	0	0	1	S
jlS123	0	0	0	0	0	0	0	0	0	0	S
jlS124	0	0	0	0	0	0	0	0	0	0	S
jlS126	0	0	0	0	0	0	0	0	0	0	S
jlS127	0	0	0	0	0	0	0	0	0	0	S
jlS128	0	0	0	0	0	0	0	0	0	0	S
jlS129	0	0	0	0	0	0	0	0	0	0	S
jlS13	0	0	0	0	0	0	0	0	0	0	S
jlS130	0	0	0	0	0	0	0	0	0	0	S
jlS131	0	0	0	0	0	0	0	0	0	0	S
jlS132	0	0	0	0	0	0	0	0	0	0	S
jlS133	0	0	0	0	0	0	0	0	0	0	S
jlS135	0	0	0	0	0	0	0	0	0	0	S
jlS136	0	0	0	0	0	0	0	0	0	0	S
jlS137	0	0	0	0	0	0	0	0	0	1	S
jlS139	0	0	0	0	0	0	0	0	0	0	S
jlS14	0	0	0	0	0	0	0	0	0	0	S
jlS140	0	0	0	0	0	0	0	0	0	0	S
jlS142	0	0	0	0	0	0	0	0	0	0	S
jlS143	0	0	0	0	0	0	0	0	0	1	S
jlS145	0	0	0	0	0	0	0	0	0	0	S
jlS147	0	0	0	0	0	0	0	0	0	0	S
jlS148	0	0	0	0	0	0	0	0	0	1	S
jlS149	0	0	0	0	0	0	0	0	0	1	S
jlS15	0	0	0	0	0	0	0	0	0	0	S
jlS16	0	0	0	0	0	0	0	0	0	1	S
jlS17	0	0	0	0	0	0	0	0	0	0	S
jlS20	0	0	0	0	0	0	0	0	0	0	S
jlS24	0	0	0	0	0	0	0	0	0	0	S
jlS28	0	0	0	0	0	0	0	0	0	0	S
jlS29	0	0	0	0	0	0	0	0	0	0	S
jlS3	0	0	0	0	0	0	0	0	0	0	S
jlS30	0	0	0	0	0	0	0	0	0	0	S
jlS32	0	0	0	0	0	0	0	0	0	0	S
jlS34	0	0	0	0	0	0	0	0	0	0	S
jlS35	0	0	0	0	0	0	0	0	0	0	S
jlS36	0	0	0	0	0	0	0	0	0	0	S
jlS39	0	0	0	0	0	0	0	0	0	0	S
jlS42	0	0	0	0	0	0	0	0	0	1	S
jlS43	0	0	0	0	0	0	0	0	0	1	S
jlS47	0	0	0	0	0	0	0	0	0	0	S
jlS48	0	0	0	0	0	0	0	0	0	0	S
jlS49	0	0	0	0	0	0	0	0	0	0	S
jlS5	0	0	0	0	0	0	0	0	0	0	S
jlS50	0	0	0	0	0	0	0	0	0	0	S
jlS51	0	0	0	0	0	0	0	0	0	0	S
jlS52	0	0	0	0	0	0	0	0	0	0	S
jlS53	0	0	0	0	0	0	0	0	0	0	S
jlS54	0	0	0	0	0	0	0	0	0	0	S
jlS56	0	0	0	0	0	0	0	0	0	0	S
jlS57	0	0	0	0	0	0	0	0	0	0	S
jlS59	0	0	0	0	0	0	0	0	0	0	S
jlS6	0	0	0	0	0	0	0	0	0	0	S
jlS61	0	0	0	0	0	0	0	0	0	0	S
jlS62	0	0	0	0	0	0	0	0	0	0	S
jlS63	0	0	0	0	0	0	0	0	0	0	S
jlS64	0	0	0	0	0	0	0	0	0	0	S
jlS66	0	0	0	0	0	0	0	0	0	0	S
jlS67	0	0	0	0	0	0	0	0	0	0	S
jlS68	0	0	0	0	0	0	0	0	0	1	S
jlS69	0	0	0	0	0	0	0	0	0	0	S
jlS7	0	0	0	0	0	0	0	0	0	0	S
jlS71	0	0	0	0	0	0	0	0	0	0	S
jlS72	0	0	0	0	0	0	0	0	0	0	S
jlS74	0	0	0	0	0	0	0	0	0	0	S
jlS75	0	0	0	0	0	0	0	0	0	0	S
jlS76	0	0	0	0	0	1	0	1	0	1	S
jlS77	0	0	0	0	0	0	0	0	0	0	S
jlS78	0	0	0	0	0	0	0	0	0	0	S
jlS80	0	0	0	0	0	0	0	0	0	0	S
jlS81	0	0	0	0	0	0	0	0	0	0	S
jlS83	0	0	0	0	0	0	0	0	0	0	S
jlS84	0	0	0	0	0	0	0	0	0	0	S
jlS85	0	0	0	0	0	0	0	0	0	1	S
jlS86	0	0	0	0	0	0	0	0	0	0	S
jlS87	0	0	0	0	0	0	0	0	0	0	S
jlS9	0	0	0	0	0	0	0	0	0	0	S
jlS90	0	0	0	0	0	1	0	1	0	1	S
jlS91	0	0	0	0	0	0	0	0	0	0	S
jlS92	0	0	0	0	0	0	0	0	0	0	S
jlS93	0	0	0	0	0	0	0	0	0	0	S
jlS95	0	0	0	0	0	0	0	0	0	0	S
jlS98	0	0	0	0	0	0	0	0	0	0	S
jlS99	0	0	0	0	0	0	0	0	0	0	S
js19S108	0	0	0	0	0	0	0	0	0	0	S
js19S12	0	0	0	0	0	0	0	0	0	1	S
js19S122	0	0	0	0	0	0	0	0	0	0	S
js19S123	0	0	0	0	0	0	0	0	0	0	S
js19S124	0	0	0	0	0	0	0	0	0	0	S
js19S125	0	0	0	0	0	0	0	0	1	0	S
js19S126	0	0	0	0	0	0	0	0	0	0	S
js19S13	0	0	0	0	0	0	0	0	0	0	S
js19S130	0	0	0	0	0	0	0	0	0	0	S
js19S131	0	0	0	0	0	0	0	0	0	0	S
js19S132	0	0	0	0	0	0	0	0	0	0	S
js19S133	0	0	0	0	0	0	0	0	0	0	S
js19S135	0	0	0	0	0	0	0	0	0	1	S
js19S137	0	0	0	0	0	0	0	0	0	0	S
js19S138	0	0	0	0	0	0	0	0	0	0	S
js19S139	0	0	0	0	0	0	0	0	0	0	S
js19S14	0	0	0	0	0	0	0	0	0	0	S
js19S140	0	0	0	0	0	0	0	0	0	0	S
js19S142	0	0	0	0	0	0	0	0	0	0	S
js19S143	0	0	0	0	0	0	0	0	0	0	S
js19S145	0	0	0	0	0	0	0	0	0	0	S
js19S150	0	0	0	0	0	0	0	0	0	0	S
js19S151	0	0	0	0	0	0	0	0	0	0	S
js19S152	0	0	0	0	0	0	0	0	0	0	S
js19S154	0	0	0	0	0	0	0	0	0	0	S
js19S155	0	0	0	0	0	0	0	0	0	0	S
js19S157	0	0	0	0	0	0	0	1	0	0	S
js19S159	0	0	0	0	0	1	0	1	0	1	S
js19S162	0	0	0	0	0	0	0	0	0	0	S
js19S164	0	0	0	0	0	0	0	0	0	0	S
js19S165	0	0	0	0	0	0	0	0	0	0	S
js19S166	0	0	0	0	0	0	0	0	0	0	S
js19S167	0	0	0	0	0	0	0	0	0	0	S
js19S169	0	0	0	0	0	0	0	0	0	0	S
js19S170	0	0	0	0	0	0	0	0	0	0	S
js19S171	0	0	0	0	0	0	0	0	0	0	S
js19S172	0	0	0	0	0	0	0	0	0	0	S
js19S173	0	0	0	0	0	0	0	0	0	0	S
js19S175	0	0	0	0	0	1	0	1	0	1	S
js19S178	0	0	0	0	0	0	0	1	0	0	S
js19S184	0	0	0	0	1	0	0	0	0	0	S
js19S19	0	0	0	0	0	0	0	0	0	0	S
js19S190	0	0	0	0	0	0	0	0	0	0	S
js19S191	0	0	0	0	0	0	0	0	0	0	S
js19S192	0	0	0	0	0	0	0	0	0	0	S
js19S194	0	0	0	0	0	0	0	0	0	0	S
js19S195	0	0	0	0	0	1	0	1	0	1	S
js19S196	0	0	0	0	0	0	0	0	0	0	S
js19S199	0	0	0	0	0	0	0	0	0	0	S
js19S20	0	0	1	0	0	0	0	0	0	0	S
js19S200	0	0	0	0	0	0	0	0	0	0	S
js19S201	0	0	0	0	0	0	0	0	0	0	S
js19S204	0	0	0	0	0	0	0	0	0	0	S
js19S206	0	0	0	0	0	0	0	1	0	0	S
js19S207	0	0	0	0	0	0	0	0	0	1	S
js19S209	0	0	0	0	0	0	0	0	0	0	S
js19S210	0	0	0	0	0	0	0	0	0	0	S
js19S211	0	0	0	0	0	0	0	0	0	0	S
js19S212	0	0	0	0	0	0	0	0	0	0	S
js19S213	0	0	0	0	0	0	0	0	0	0	S
js19S214	0	0	0	0	0	0	0	0	0	0	S
js19S216	0	0	0	0	0	0	0	0	0	0	S
js19S217	0	0	0	0	0	0	0	0	0	0	S
js19S218	0	0	0	0	0	0	0	0	0	0	S
js19S220	0	0	0	0	0	0	0	0	0	0	S
js19S221	0	0	0	0	0	0	0	0	0	0	S
js19S222	0	0	0	0	0	0	0	0	0	0	S
js19S226	0	0	0	0	0	0	0	0	0	0	S
js19S229	0	0	0	0	0	0	0	0	0	0	S
js19S232	0	0	0	0	0	0	0	0	0	0	S
js19S233	0	0	0	0	0	0	0	0	0	0	S
js19S236	0	0	0	0	0	0	0	0	0	0	S
js19S239	0	0	0	0	0	0	0	0	0	0	S
js19S24	0	0	0	0	0	0	0	0	0	1	S
js19S240	0	0	0	0	0	0	0	0	0	0	S
js19S241	0	0	0	0	0	0	0	0	0	0	S
js19S243	0	0	0	0	0	0	0	1	0	0	S
js19S246	0	0	0	0	0	0	0	0	0	0	S
js19S253	0	0	0	0	0	0	0	0	0	1	S
js19S264	0	0	0	0	0	0	0	0	0	0	S
js19S265	0	0	0	0	0	0	0	0	0	0	S
js19S267	0	0	0	0	0	0	0	0	0	0	S
js19S27	0	0	0	0	0	0	0	0	0	0	S
js19S270	0	0	0	0	0	0	0	0	0	0	S
js19S271	0	0	0	0	0	0	0	0	0	0	S
js19S273	0	0	0	0	0	0	0	0	0	1	S
js19S274	0	0	0	0	0	0	0	0	0	0	S
js19S278	0	0	0	0	0	0	0	0	0	0	S
js19S279	0	0	0	0	0	0	0	0	0	0	S
js19S282	0	0	0	0	0	0	0	0	0	0	S
js19S283	0	0	0	0	0	0	0	0	0	0	S
js19S285	0	0	0	0	0	0	0	0	0	1	S
js19S289	0	0	0	0	0	0	0	1	0	1	S
js19S291	0	0	0	0	0	0	0	0	0	0	S
js19S293	0	0	0	0	0	0	0	0	0	0	S
js19S294	0	0	0	0	0	0	0	0	0	0	S
js19S299	0	0	0	0	0	1	0	1	0	1	S
js19S30	0	0	0	0	0	1	0	1	0	0	S
js19S300	0	0	0	0	0	0	0	0	0	0	S
js19S308	0	0	0	0	0	0	0	0	0	0	S
js19S310	0	0	0	0	0	0	0	0	0	0	S
js19S312	0	0	0	0	0	1	0	1	0	1	S
js19S313	0	0	0	0	0	0	0	0	0	0	S
js19S314	0	0	0	0	0	0	0	0	0	0	S
js19S316	0	0	0	0	0	1	0	0	0	0	S
js19S318	0	0	0	0	0	0	0	0	0	0	S
js19S319	0	0	0	0	0	0	0	0	0	0	S
js19S33	0	0	0	0	0	0	0	0	0	0	S
js19S34	0	0	0	0	1	1	0	0	0	1	S
js19S35	0	0	0	0	0	0	0	0	0	0	S
js19S36	0	0	0	0	1	1	0	0	0	1	S
js19S37	0	0	0	0	0	0	0	0	0	0	S
js19S38	0	0	0	0	0	0	0	0	0	0	S
js19S39	0	0	0	0	0	0	0	0	0	0	S
js19S55	0	0	0	0	0	0	0	0	0	0	S
js19S58	0	0	0	0	0	0	0	0	0	0	S
js19S6	0	0	0	0	0	1	0	1	0	1	S
js19S61	0	0	0	0	0	0	0	0	0	0	S
js19S62	0	0	0	0	0	0	0	0	0	0	S
js19S63	0	0	0	0	0	0	0	0	0	0	S
js19S65	0	0	0	0	0	0	0	0	0	0	S
js19S66	0	0	0	0	0	0	0	0	0	0	S
js19S67	0	0	0	0	0	0	0	0	0	0	S
js19S68	0	0	0	0	0	0	0	0	0	0	S
js19S69	0	0	0	0	0	0	0	0	0	0	S
js19S7	0	0	0	0	0	0	0	0	0	1	S
js19S70	0	0	0	0	0	0	0	0	0	0	S
js19S72	0	0	0	0	0	0	0	0	0	1	S
js19S73	0	0	0	0	0	0	0	0	0	0	S
js19S76	0	0	0	0	0	0	0	0	0	0	S
js19S77	0	0	0	0	0	0	0	0	0	0	S
js19S79	0	0	0	0	0	0	0	0	0	0	S
js19S8	0	0	0	0	0	0	0	0	0	1	S
js19S80	0	0	0	0	0	0	0	1	0	0	S
js19S87	0	0	0	0	0	0	0	0	0	0	S
js19S88	0	0	0	0	0	0	0	1	0	0	S
js19S89	0	0	0	0	0	0	0	0	0	0	S
js19S91	0	0	0	0	0	0	0	0	0	0	S
js19S92	0	0	0	0	0	0	0	0	0	0	S
js19S93	0	0	0	0	0	0	0	1	0	0	S
js19S95	0	0	0	0	0	0	0	0	0	0	S
jsS1	0	0	0	0	0	0	0	0	0	0	S
jsS10	0	0	0	0	0	0	0	0	0	0	S
jsS107	0	0	0	0	0	0	0	0	0	0	S
jsS117	0	0	0	0	0	0	0	0	0	1	S
jsS118	0	0	0	0	0	0	0	0	0	0	S
jsS12	0	0	0	0	0	0	0	0	0	0	S
jsS15	0	0	0	0	0	0	0	0	0	1	S
jsS153	0	0	0	0	0	0	0	0	0	0	S
jsS17	0	0	0	0	0	0	0	0	0	0	S
jsS171	0	0	0	0	0	0	0	0	0	0	S
jsS174	0	0	0	0	0	0	0	0	0	1	S
jsS175	0	0	0	0	0	0	0	0	0	0	S
jsS176	0	0	0	0	0	0	0	0	0	0	S
jsS177	0	0	0	0	0	0	0	0	0	0	S
jsS180	0	0	0	0	0	0	0	0	0	0	S
jsS19	0	0	0	0	0	0	0	0	0	0	S
jsS21	0	0	0	0	0	0	0	0	0	0	S
jsS22	0	0	0	0	0	0	0	0	0	0	S
jsS24	0	0	0	0	0	0	0	0	0	0	S
jsS26	0	0	0	0	0	0	0	0	0	0	S
jsS27	0	0	0	0	0	0	0	0	0	0	S
jsS28	0	0	0	0	0	0	0	0	0	0	S
jsS31	0	0	0	0	0	0	0	0	0	0	S
jsS33	0	0	0	0	0	0	0	0	0	0	S
jsS36	0	0	0	0	0	0	0	0	0	0	S
jsS38	0	0	0	0	0	0	0	0	0	0	S
jsS41	0	0	0	0	0	0	0	0	0	0	S
jsS42	0	0	0	0	0	0	0	0	0	0	S
jsS43	0	0	0	0	0	0	0	0	0	0	S
jsS44	0	0	0	0	0	0	0	0	0	0	S
jsS45	0	0	0	0	0	0	0	0	0	1	S
jsS49	0	0	0	0	0	0	0	0	0	0	S
jsS5	0	0	0	0	0	0	0	0	0	0	S
jsS52	0	0	0	0	0	0	0	0	0	0	S
jsS58	0	0	0	0	0	0	0	0	0	0	S
jsS6	0	0	0	0	0	0	0	0	0	0	S
jsS62	0	0	0	0	0	0	0	0	0	0	S
jsS63	0	0	0	0	0	0	0	0	0	0	S
jsS65	0	0	0	0	0	0	0	0	0	0	S
jsS66	0	0	0	0	0	0	0	0	0	0	S
jsS67	1	0	0	0	0	0	0	0	0	0	S
jsS7	0	0	0	0	0	0	0	0	0	0	S
jsS8	0	0	0	0	0	0	0	0	0	0	S
jsS90	0	0	0	0	0	0	0	0	0	0	S
jsS94	0	0	0	0	1	1	0	0	0	1	S
jx14s1	0	0	0	0	0	0	0	0	0	0	S
jx14s11	0	0	0	0	0	0	0	0	0	0	S
jx14s14	0	0	0	0	0	0	0	0	0	0	S
jx14s15	0	0	0	0	0	0	0	0	0	0	S
jx14s17	0	0	0	0	0	0	0	0	0	0	S
jx14s20	0	0	0	0	0	0	0	0	0	0	S
jx14s21	0	0	0	0	0	0	0	0	0	0	S
jx14s23	0	0	0	0	0	0	0	0	0	1	S
jx14s29	0	0	0	0	0	0	0	0	0	0	S
jx14s30	0	0	0	0	0	0	0	0	0	0	S
jx14s31	0	0	0	0	0	0	0	0	0	0	S
jx14s32	0	0	0	0	0	0	0	0	0	0	S
jx14s33	0	0	0	0	0	0	0	0	0	0	S
jx14s36	0	0	0	0	0	0	0	0	0	1	S
jx14s37	0	0	0	0	0	0	0	0	0	0	S
jx14s40	0	0	0	0	0	0	0	0	0	0	S
jx14s42	0	0	0	0	0	0	0	0	0	0	S
jx14s43	0	0	0	0	0	0	0	0	0	0	S
jx14s6	0	0	0	0	0	0	0	0	0	0	S
jx15s1	0	0	0	0	0	1	0	1	0	1	S
jx15s10	0	0	0	0	0	0	0	0	0	0	S
jx15s17	0	0	0	0	0	0	0	0	0	1	S
jx15s18	0	0	0	0	0	0	0	0	0	1	S
jx15s19	0	0	0	0	0	0	0	0	0	1	S
jx15s20	0	0	0	0	0	0	0	0	0	0	S
jx15s21	0	0	0	0	0	0	0	0	0	0	S
jx15s22	0	0	0	0	0	0	0	0	0	0	S
jx15s23	0	0	0	0	0	0	0	0	0	0	S
jx15s24	0	0	0	0	0	0	0	0	0	0	S
jx15s25	0	0	0	0	0	0	0	0	0	0	S
jx15s3	0	0	0	0	0	0	0	0	0	0	S
jx15s31	0	0	0	0	0	0	0	0	0	0	S
jx15s32	0	0	0	0	0	0	0	0	0	1	S
jx15s35	0	0	0	0	0	0	0	0	0	0	S
jx15s37	0	0	0	0	0	0	0	0	0	0	S
jx15s39	0	0	0	0	0	0	0	0	0	0	S
jx15s40	0	0	0	0	0	0	0	0	0	0	S
jx15s43	0	0	0	0	0	0	0	0	0	0	S
jx15s44	0	0	0	0	0	0	0	0	0	0	S
jx15s46	0	0	0	0	0	0	0	0	0	0	S
jx15s47	0	0	0	0	0	0	0	0	0	0	S
jx15s51	0	0	0	0	0	0	0	0	0	0	S
jx15s52	0	0	0	0	0	0	0	1	0	0	S
jx15s53	0	0	0	0	0	0	0	0	0	0	S
jx15s54	0	0	0	0	0	0	0	0	0	0	S
jx15s61	0	0	0	0	0	0	0	0	0	0	S
jx15s65	0	0	0	0	0	0	0	0	0	0	S
jx15s66	0	0	0	0	0	0	0	0	0	0	S
jx15s67	0	0	0	0	0	0	0	0	0	0	S
jx15s7	0	0	0	0	0	0	0	0	0	0	S
jx15s70	0	0	0	0	0	0	0	0	0	0	S
jx16s11	0	0	0	0	0	0	0	0	0	1	S
jx16s12	0	0	0	0	0	0	0	0	0	0	S
jx16s17	0	0	0	0	0	0	0	0	0	0	S
jx16s28	0	0	0	0	0	0	0	0	0	0	S
jx16s32	0	0	0	0	0	0	0	0	0	0	S
jx16s34	0	0	0	0	0	0	0	0	0	0	S
jx16s37	0	0	0	0	0	0	0	0	0	0	S
jx16s39	0	0	0	0	0	0	0	0	0	0	S
jx16s7	0	0	0	0	0	0	0	0	0	0	S
jx16s8	0	0	0	0	0	0	0	0	0	0	S
jx16s9	0	0	0	0	0	0	0	0	0	1	S
jx17s1	0	0	0	0	0	0	0	0	0	0	S
jx17s10	0	0	0	0	0	0	0	0	0	1	S
jx17s16	0	0	0	0	0	0	0	0	0	0	S
jx17s17	0	0	0	0	0	0	0	0	0	1	S
jx17s18	0	0	0	0	0	0	0	0	0	1	S
jx17s2	0	0	0	0	0	0	0	0	0	0	S
jx17s20	0	0	0	0	0	0	0	0	0	0	S
jx17s21	0	0	0	0	0	0	0	0	0	0	S
jx17s22	0	0	0	0	0	0	0	0	0	1	S
jx17s24	0	0	0	0	0	0	0	0	0	1	S
jx17s28	0	0	0	0	0	0	0	0	0	0	S
jx17s29	0	0	0	0	0	0	0	0	0	0	S
jx17s3	0	0	0	0	0	1	0	1	0	1	S
jx17s30	0	0	0	0	0	0	0	0	0	0	S
jx17s32	0	0	0	0	0	0	0	0	0	0	S
jx17s34	0	0	0	0	0	0	0	0	0	0	S
jx17s35	0	0	0	0	0	0	0	0	0	0	S
jx17s42	0	0	0	0	0	0	0	0	0	1	S
jx17s44	0	0	0	0	0	0	0	0	0	1	S
jx17s47	0	0	0	0	0	0	0	0	0	0	S
jx17s49	0	0	0	0	0	0	0	0	0	0	S
jx17s51	0	0	0	0	0	0	0	0	0	1	S
jx17s52	0	0	0	0	0	0	0	0	0	1	S
jx17s56	0	0	0	0	0	0	0	0	0	0	S
jx17s57	0	0	1	0	0	0	0	0	0	1	S
jx17s58	0	0	0	0	0	0	0	0	0	1	S
jx17s59	0	0	0	0	0	0	0	0	0	0	S
jx17s6	0	0	0	0	0	0	0	0	0	0	S
jx17s60	0	0	0	0	0	0	0	0	0	0	S
jx17s61	0	0	0	0	0	1	0	1	0	1	S
jx17s64	0	0	0	0	0	0	0	0	0	0	S
jx17s66	0	0	0	0	0	0	0	0	0	0	S
jx17s67	0	0	0	0	0	0	0	0	0	0	S
jx17s71	0	0	0	0	0	0	0	0	0	0	S
jx17s72	0	0	0	0	0	0	0	0	0	0	S
jx17s75	0	0	0	0	0	0	0	0	0	0	S
jx17s85	0	0	0	0	0	0	0	0	0	0	S
jx17s9	0	0	0	0	0	0	0	0	0	0	S
jx18s1	0	0	0	0	0	0	0	0	0	0	S
jx18s11	0	0	0	0	0	0	0	0	0	1	S
jx18s16	0	0	0	0	0	0	0	0	0	0	S
jx18s17	0	0	0	0	0	0	0	0	0	0	S
jx18s18	0	0	0	0	0	0	0	0	0	0	S
jx18s19	0	0	0	0	0	0	0	0	0	0	S
jx18s2	0	0	0	0	0	0	0	0	0	1	S
jx18s20	0	0	0	0	0	0	0	0	0	1	S
jx18s23	0	0	0	0	0	1	0	1	0	1	S
jx18s24	0	0	0	0	0	0	0	0	0	1	S
jx18s25	0	0	0	0	0	0	0	0	0	0	S
jx18s27	0	0	0	0	0	0	0	0	0	0	S
jx18s29	0	0	0	0	0	0	0	0	0	1	S
jx18s3	0	0	0	0	0	0	0	0	0	0	S
jx18s32	0	0	0	0	0	0	0	0	0	0	S
jx18s33	0	0	0	0	0	0	0	0	0	0	S
jx18s35	0	0	0	0	0	0	0	0	0	0	S
jx18s36	0	0	0	0	0	1	0	1	0	1	S
jx18s38	0	0	0	0	0	0	0	0	0	0	S
jx18s42	0	0	0	0	0	0	0	0	0	0	S
jx18s43	0	0	0	0	0	0	0	0	0	0	S
jx18s44	0	0	0	0	0	0	0	0	0	0	S
jx18s46	0	0	0	0	0	0	0	0	0	0	S
jx18s5	0	0	0	0	0	0	0	0	0	0	S
jx18s58	0	0	0	0	0	0	0	0	0	0	S
jx18s64	0	0	0	0	0	0	0	0	0	0	S
jx18s66	0	0	0	0	0	0	0	0	0	0	S
jx18s67	0	0	0	0	0	0	0	0	0	0	S
jx18s68	0	0	0	0	0	0	0	0	0	1	S
jx18s69	0	0	0	0	0	0	0	0	0	0	S
jx18s7	0	0	0	0	0	0	0	0	0	0	S
jx18s70	0	0	0	0	0	0	0	0	0	0	S
jx18s75	0	0	0	0	0	0	0	0	0	0	S
jx18s76	0	0	0	0	0	0	0	0	0	0	S
jx18s78	0	0	0	0	0	0	0	0	0	0	S
jx18s79	0	0	0	0	0	0	0	0	0	1	S
jx18s80	0	0	0	0	0	0	0	0	0	1	S
jx18s85	0	0	0	0	0	0	0	0	0	0	S
jx18s87	0	0	0	0	0	0	0	0	0	0	S
jx18s93	0	0	0	0	0	0	0	0	0	1	S
jx18s96	0	0	0	0	0	0	0	0	0	0	S
jx19S100	0	0	0	0	0	0	0	0	0	0	S
jx19S102	0	0	0	0	0	0	0	0	0	0	S
